Reservation_ID,Payment,Rate,Promo_Code,GST_Amount,Total_Amount,Rate_Plan
RES-05801,UPI,1500,BOGUS99,75.0,1575.0,eco
RES-05802,UPI,₹1500/day,BOGUS99,75.0,1575.0,eco
RES-05803,cash,3000/day,,150.0,3150.0,standard
RES-05804,Card,3000,,,3150.0,standard
RES-05805,cash,₹ 800 /day,BOGUS99,40.0,840.0,standard
RES-05806,UPI,1500/day,,75.0,1575.0,premium
RES-05807,UPI,2500/day,DISC15,125.0,2625.0,premium
RES-05808,UPI,3000,DISC15,,3150.0,premium
RES-05809,Card,1500/day,SAVE10,75.0,1575.0,standard
RES-05810,card,3000/day,,150.0,3150.0,premium
RES-05811,wallet,1000/day,BOGUS99,50.0,1050.0,premium
RES-05812,cash,800/day,BOGUS99,40.0,840.0,standard
RES-05813,card,2500/day,SAVE10,125.0,2625.0,eco
RES-05814,upi,"₹ 1,000 /day",BOGUS99,,1050.0,eco
RES-05815,card,1000/day,DISC15,50.0,1050.0,eco
RES-05816,Card,"₹ 2,500 /day",BOGUS99,,2625.0,eco
RES-05817,wallet,"₹ 2,000 /day",SAVE10,100.0,2100.0,premium
RES-05818,Card,1000,DISC15,50.0,1050.0,standard
RES-05819,cash,₹3000/day,,150.0,3150.0,standard
RES-05820,wallet,2000,,100.0,2100.0,eco
RES-05821,upi,"₹ 2,000 /day",BOGUS99,,2100.0,eco
RES-05822,card,1000/day,SAVE10,,1050.0,eco
RES-05823,wallet,1000/day,DISC15,50.0,1050.0,eco
RES-05824,upi,₹1500/day,SAVE10,75.0,1575.0,eco
RES-05825,upi,1000/day,BOGUS99,,1050.0,eco
RES-05826,card,3000/day,SAVE10,150.0,3150.0,eco
RES-05827,upi,₹ 800 /day,DISC15,40.0,840.0,eco
RES-05828,UPI,1500,,75.0,1575.0,eco
RES-05829,Card,1200,DISC15,60.0,1260.0,premium
RES-05830,card,₹ 800 /day,DISC15,40.0,840.0,standard
RES-05831,cash,₹1000/day,,50.0,1050.0,premium
RES-05832,cash,"₹ 1,000 /day",,50.0,1050.0,standard
RES-05833,card,1200,,60.0,1260.0,premium
RES-05834,UPI,₹800/day,,40.0,840.0,eco
RES-05835,UPI,₹2500/day,DISC15,125.0,2625.0,eco
RES-05836,wallet,1200,BOGUS99,60.0,1260.0,standard
RES-05837,Card,₹1500/day,DISC15,,1575.0,eco
RES-05838,Card,1000,,50.0,1050.0,premium
RES-05839,card,"₹ 2,500 /day",,125.0,2625.0,standard
RES-05840,UPI,1200/day,BOGUS99,,1260.0,eco
RES-05841,Card,800,,40.0,840.0,standard
RES-05842,Card,"₹ 1,500 /day",SAVE10,75.0,1575.0,eco
RES-05843,card,₹1200/day,BOGUS99,60.0,1260.0,standard
RES-05844,UPI,1500,SAVE10,75.0,1575.0,premium
RES-05845,wallet,1000/day,SAVE10,50.0,1050.0,premium
RES-05846,UPI,"₹ 3,000 /day",DISC15,150.0,3150.0,standard
RES-05847,upi,"₹ 3,000 /day",DISC15,150.0,3150.0,premium
RES-05848,cash,1200/day,BOGUS99,,1260.0,premium
RES-05849,card,"₹ 1,500 /day",DISC15,75.0,1575.0,standard
RES-05850,UPI,₹1000/day,,50.0,1050.0,premium
RES-05851,cash,"₹ 1,000 /day",BOGUS99,50.0,1050.0,premium
RES-05852,card,1200/day,SAVE10,,1260.0,premium
RES-05853,card,2500/day,BOGUS99,,2625.0,premium
RES-05854,wallet,₹2000/day,DISC15,,2100.0,eco
RES-05855,upi,1000/day,,50.0,1050.0,premium
RES-05856,wallet,₹1000/day,,50.0,1050.0,standard
RES-05857,card,"₹ 1,200 /day",DISC15,60.0,1260.0,standard
RES-05858,Card,3000,BOGUS99,150.0,3150.0,standard
RES-05859,UPI,2000/day,SAVE10,100.0,2100.0,premium
RES-05860,card,1500,SAVE10,75.0,1575.0,premium
RES-05861,card,3000/day,DISC15,,3150.0,standard
RES-05862,upi,₹2500/day,BOGUS99,125.0,2625.0,standard
RES-05863,card,1200,BOGUS99,,1260.0,standard
RES-05864,wallet,1200,BOGUS99,,1260.0,eco
RES-05865,UPI,1000/day,,50.0,1050.0,premium
RES-05866,upi,₹800/day,DISC15,40.0,840.0,eco
RES-05867,UPI,₹1200/day,DISC15,60.0,1260.0,eco
RES-05868,card,₹3000/day,BOGUS99,,3150.0,premium
RES-05869,card,2500/day,SAVE10,125.0,2625.0,eco
RES-05870,card,₹1000/day,DISC15,50.0,1050.0,premium
RES-05871,card,1000/day,BOGUS99,,1050.0,premium
RES-05872,cash,"₹ 1,000 /day",,50.0,1050.0,standard
RES-05873,Card,₹3000/day,SAVE10,150.0,3150.0,eco
RES-05874,UPI,1500/day,SAVE10,75.0,1575.0,eco
RES-05875,upi,1200,,60.0,1260.0,premium
RES-05876,card,₹3000/day,SAVE10,150.0,3150.0,premium
RES-05877,Card,1200/day,BOGUS99,60.0,1260.0,eco
RES-05878,UPI,3000/day,BOGUS99,,3150.0,standard
RES-05879,upi,1200,,60.0,1260.0,eco
RES-05880,Card,1200,,60.0,1260.0,eco
RES-05881,Card,1200,BOGUS99,60.0,1260.0,eco
RES-05882,cash,1000,DISC15,50.0,1050.0,eco
RES-05883,wallet,1500/day,SAVE10,75.0,1575.0,eco
RES-05884,upi,1500/day,SAVE10,75.0,1575.0,standard
RES-05885,wallet,"₹ 1,500 /day",DISC15,75.0,1575.0,premium
RES-05886,upi,₹800/day,SAVE10,,840.0,standard
RES-05887,UPI,"₹ 1,200 /day",BOGUS99,60.0,1260.0,premium
RES-05888,Card,₹1500/day,,75.0,1575.0,standard
RES-05889,UPI,"₹ 1,200 /day",SAVE10,60.0,1260.0,standard
RES-05890,Card,2500/day,DISC15,125.0,2625.0,standard
RES-05891,Card,₹1000/day,,,1050.0,standard
RES-05892,Card,₹2500/day,BOGUS99,125.0,2625.0,premium
RES-05893,Card,800,BOGUS99,40.0,840.0,standard
RES-05894,card,₹800/day,,,840.0,standard
RES-05895,wallet,"₹ 1,200 /day",,,1260.0,premium
RES-05896,wallet,1000/day,BOGUS99,50.0,1050.0,premium
RES-05897,cash,800,DISC15,,840.0,premium
RES-05898,UPI,"₹ 1,500 /day",,,1575.0,premium
RES-05899,wallet,800/day,DISC15,,840.0,premium
RES-05900,Card,1000/day,SAVE10,50.0,1050.0,standard
RES-05901,wallet,3000/day,DISC15,150.0,3150.0,standard
RES-05902,Card,₹2500/day,BOGUS99,,2625.0,eco
RES-05903,cash,3000/day,BOGUS99,150.0,3150.0,standard
RES-05904,upi,"₹ 1,500 /day",DISC15,,1575.0,premium
RES-05905,Card,"₹ 2,000 /day",DISC15,100.0,2100.0,premium
RES-05906,upi,1000,DISC15,50.0,1050.0,premium
RES-05907,card,2500,DISC15,125.0,2625.0,premium
RES-05908,card,"₹ 2,000 /day",DISC15,100.0,2100.0,standard
RES-05909,UPI,1000/day,,50.0,1050.0,premium
RES-05910,UPI,800/day,DISC15,40.0,840.0,standard
RES-05911,wallet,₹1500/day,,75.0,1575.0,eco
RES-05912,UPI,2500,,125.0,2625.0,premium
RES-05913,UPI,₹800/day,,40.0,840.0,eco
RES-05914,Card,"₹ 3,000 /day",,,3150.0,standard
RES-05915,card,1200/day,,60.0,1260.0,standard
RES-05916,UPI,1500/day,BOGUS99,75.0,1575.0,eco
RES-05917,cash,2000/day,DISC15,100.0,2100.0,eco
RES-05918,wallet,₹800/day,,40.0,840.0,standard
RES-05919,upi,800/day,,40.0,840.0,premium
RES-05920,card,₹3000/day,DISC15,150.0,3150.0,standard
RES-05921,wallet,1500/day,BOGUS99,75.0,1575.0,premium
RES-05922,UPI,₹1200/day,SAVE10,60.0,1260.0,premium
RES-05923,card,₹1000/day,DISC15,,1050.0,standard
RES-05924,upi,1200/day,,60.0,1260.0,standard
RES-05925,card,₹ 800 /day,SAVE10,40.0,840.0,eco
RES-05926,card,₹800/day,DISC15,40.0,840.0,eco
RES-05927,cash,2000/day,BOGUS99,100.0,2100.0,premium
RES-05928,UPI,2000/day,DISC15,100.0,2100.0,standard
RES-05929,cash,"₹ 1,500 /day",,75.0,1575.0,standard
RES-05930,UPI,"₹ 2,000 /day",SAVE10,100.0,2100.0,eco
RES-05931,Card,2500/day,DISC15,125.0,2625.0,standard
RES-05932,upi,"₹ 1,200 /day",BOGUS99,60.0,1260.0,eco
RES-05933,UPI,1200,BOGUS99,60.0,1260.0,premium
RES-05934,upi,1500/day,DISC15,75.0,1575.0,eco
RES-05935,upi,₹2500/day,BOGUS99,125.0,2625.0,standard
RES-05936,wallet,1500/day,,75.0,1575.0,premium
RES-05937,card,₹2500/day,BOGUS99,125.0,2625.0,eco
RES-05938,wallet,₹2000/day,SAVE10,100.0,2100.0,eco
RES-05939,card,1000,DISC15,,1050.0,premium
RES-05940,Card,1500,BOGUS99,75.0,1575.0,premium
RES-05941,cash,"₹ 2,000 /day",DISC15,100.0,2100.0,premium
RES-05942,upi,₹2000/day,BOGUS99,100.0,2100.0,standard
RES-05943,UPI,1200/day,SAVE10,60.0,1260.0,eco
RES-05944,card,800/day,DISC15,,840.0,premium
RES-05945,cash,₹800/day,,,840.0,standard
RES-05946,cash,₹1500/day,,,1575.0,standard
RES-05947,Card,"₹ 1,000 /day",SAVE10,50.0,1050.0,standard
RES-05948,wallet,"₹ 1,200 /day",SAVE10,60.0,1260.0,eco
RES-05949,wallet,"₹ 1,200 /day",BOGUS99,60.0,1260.0,standard
RES-05950,card,800/day,DISC15,40.0,840.0,premium
RES-05951,Card,"₹ 1,200 /day",BOGUS99,,1260.0,premium
RES-05952,card,"₹ 1,000 /day",SAVE10,50.0,1050.0,eco
RES-05953,upi,1500/day,,75.0,1575.0,standard
RES-05954,cash,1000,DISC15,50.0,1050.0,eco
RES-05955,UPI,800/day,SAVE10,40.0,840.0,eco
RES-05956,Card,"₹ 1,200 /day",BOGUS99,60.0,1260.0,standard
RES-05957,wallet,1000/day,,50.0,1050.0,premium
RES-05958,UPI,2500/day,DISC15,,2625.0,standard
RES-05959,card,2500,BOGUS99,125.0,2625.0,premium
RES-05960,wallet,1200/day,DISC15,60.0,1260.0,premium
RES-05961,wallet,₹3000/day,BOGUS99,150.0,3150.0,eco
RES-05962,upi,2000,SAVE10,100.0,2100.0,eco
RES-05963,wallet,1200/day,SAVE10,60.0,1260.0,eco
RES-05964,card,1000,SAVE10,50.0,1050.0,standard
RES-05965,UPI,3000/day,SAVE10,150.0,3150.0,premium
RES-05966,UPI,"₹ 3,000 /day",DISC15,150.0,3150.0,premium
RES-05967,wallet,3000/day,,,3150.0,premium
RES-05968,Card,2500/day,SAVE10,125.0,2625.0,eco
RES-05969,wallet,"₹ 1,200 /day",DISC15,60.0,1260.0,premium
RES-05970,upi,"₹ 2,000 /day",DISC15,100.0,2100.0,eco
RES-05971,upi,1500/day,,,1575.0,eco
RES-05972,Card,"₹ 1,200 /day",DISC15,60.0,1260.0,eco
RES-05973,wallet,"₹ 2,000 /day",DISC15,100.0,2100.0,standard
RES-05974,upi,₹2500/day,SAVE10,125.0,2625.0,standard
RES-05975,UPI,"₹ 3,000 /day",SAVE10,150.0,3150.0,eco
RES-05976,wallet,800,SAVE10,,840.0,premium
RES-05977,UPI,3000,DISC15,150.0,3150.0,standard
RES-05978,upi,1200/day,BOGUS99,60.0,1260.0,standard
RES-05979,upi,₹2500/day,DISC15,,2625.0,eco
RES-05980,cash,"₹ 2,000 /day",DISC15,100.0,2100.0,premium
RES-05981,upi,1500,DISC15,75.0,1575.0,premium
RES-05982,Card,₹3000/day,DISC15,150.0,3150.0,standard
RES-05983,UPI,2500,SAVE10,125.0,2625.0,standard
RES-05984,card,2000/day,DISC15,,2100.0,eco
RES-05985,UPI,1200,DISC15,60.0,1260.0,premium
RES-05986,cash,1500,,,1575.0,premium
RES-05987,UPI,800/day,BOGUS99,40.0,840.0,standard
RES-05988,upi,₹ 800 /day,BOGUS99,,840.0,standard
RES-05989,wallet,2500/day,SAVE10,,2625.0,eco
RES-05990,card,₹800/day,DISC15,40.0,840.0,standard
RES-05991,upi,2500,DISC15,125.0,2625.0,eco
RES-05992,cash,₹800/day,,,840.0,eco
RES-05993,cash,2000/day,DISC15,100.0,2100.0,eco
RES-05994,upi,1000,,50.0,1050.0,standard
RES-05995,cash,1200/day,BOGUS99,,1260.0,eco
RES-05996,Card,"₹ 1,500 /day",DISC15,75.0,1575.0,eco
RES-05997,card,3000/day,,150.0,3150.0,premium
RES-05998,wallet,₹1500/day,,75.0,1575.0,premium
RES-05999,UPI,1500,BOGUS99,75.0,1575.0,premium
RES-06000,UPI,800/day,DISC15,40.0,840.0,premium
RES-06001,card,₹3000/day,SAVE10,150.0,3150.0,eco
RES-06002,wallet,1500,SAVE10,75.0,1575.0,eco
RES-06003,Card,1200,BOGUS99,60.0,1260.0,standard
RES-06004,cash,"₹ 1,000 /day",,50.0,1050.0,eco
RES-06005,cash,3000/day,BOGUS99,,3150.0,premium
RES-06006,upi,800,,40.0,840.0,premium
RES-06007,card,₹2000/day,SAVE10,100.0,2100.0,standard
RES-06008,UPI,1200/day,DISC15,60.0,1260.0,eco
RES-06009,wallet,3000,SAVE10,,3150.0,standard
RES-06010,upi,₹2000/day,SAVE10,100.0,2100.0,standard
RES-06011,Card,₹2500/day,,,2625.0,standard
RES-06012,UPI,"₹ 3,000 /day",DISC15,150.0,3150.0,standard
RES-06013,UPI,2500,BOGUS99,,2625.0,eco
RES-06014,wallet,2000/day,BOGUS99,,2100.0,eco
RES-06015,Card,1500,SAVE10,,1575.0,premium
RES-06016,Card,2000,,100.0,2100.0,standard
RES-06017,UPI,"₹ 3,000 /day",SAVE10,150.0,3150.0,eco
RES-06018,upi,₹1200/day,SAVE10,60.0,1260.0,eco
RES-06019,UPI,"₹ 1,000 /day",SAVE10,50.0,1050.0,standard
RES-06020,card,"₹ 2,500 /day",BOGUS99,125.0,2625.0,eco
RES-06021,UPI,1000,DISC15,50.0,1050.0,eco
RES-06022,UPI,₹1200/day,DISC15,60.0,1260.0,premium
RES-06023,cash,1200/day,SAVE10,60.0,1260.0,premium
RES-06024,Card,₹2500/day,SAVE10,125.0,2625.0,standard
RES-06025,wallet,2500,BOGUS99,125.0,2625.0,standard
RES-06026,Card,"₹ 1,500 /day",DISC15,,1575.0,eco
RES-06027,upi,₹ 800 /day,BOGUS99,40.0,840.0,standard
RES-06028,Card,1500,SAVE10,75.0,1575.0,premium
RES-06029,upi,₹1200/day,BOGUS99,60.0,1260.0,premium
RES-06030,card,"₹ 1,000 /day",BOGUS99,50.0,1050.0,premium
RES-06031,wallet,3000/day,DISC15,,3150.0,premium
RES-06032,card,₹1500/day,SAVE10,75.0,1575.0,eco
RES-06033,cash,₹ 800 /day,DISC15,40.0,840.0,premium
RES-06034,upi,800,,40.0,840.0,premium
RES-06035,upi,2000,DISC15,100.0,2100.0,standard
RES-06036,cash,"₹ 1,200 /day",DISC15,,1260.0,eco
RES-06037,upi,"₹ 2,000 /day",,100.0,2100.0,standard
RES-06038,UPI,"₹ 1,500 /day",BOGUS99,75.0,1575.0,standard
RES-06039,card,1500,SAVE10,75.0,1575.0,standard
RES-06040,Card,"₹ 2,500 /day",BOGUS99,125.0,2625.0,standard
RES-06041,card,1000/day,BOGUS99,,1050.0,standard
RES-06042,cash,₹ 800 /day,SAVE10,40.0,840.0,standard
RES-06043,Card,₹1500/day,DISC15,75.0,1575.0,premium
RES-06044,cash,1000,DISC15,50.0,1050.0,eco
RES-06045,upi,"₹ 3,000 /day",,150.0,3150.0,standard
RES-06046,wallet,₹2500/day,DISC15,125.0,2625.0,standard
RES-06047,card,"₹ 3,000 /day",DISC15,150.0,3150.0,standard
RES-06048,cash,2000/day,SAVE10,100.0,2100.0,standard
RES-06049,wallet,₹1200/day,,60.0,1260.0,premium
RES-06050,cash,"₹ 1,000 /day",,50.0,1050.0,premium
RES-06051,UPI,1200,DISC15,,1260.0,standard
RES-06052,Card,800,BOGUS99,,840.0,standard
RES-06053,cash,"₹ 1,000 /day",DISC15,,1050.0,eco
RES-06054,UPI,"₹ 1,000 /day",SAVE10,,1050.0,standard
RES-06055,upi,"₹ 2,500 /day",DISC15,125.0,2625.0,premium
RES-06056,upi,₹3000/day,,150.0,3150.0,standard
RES-06057,card,1200,DISC15,,1260.0,standard
RES-06058,wallet,1200/day,DISC15,60.0,1260.0,premium
RES-06059,cash,2000/day,SAVE10,,2100.0,eco
RES-06060,card,1200,DISC15,,1260.0,premium
RES-06061,wallet,₹2500/day,BOGUS99,125.0,2625.0,eco
RES-06062,cash,2000/day,DISC15,100.0,2100.0,eco
RES-06063,wallet,"₹ 1,200 /day",SAVE10,60.0,1260.0,standard
RES-06064,Card,2500/day,DISC15,125.0,2625.0,standard
RES-06065,Card,2500/day,DISC15,125.0,2625.0,standard
RES-06066,upi,2000/day,,100.0,2100.0,eco
RES-06067,cash,1500/day,BOGUS99,75.0,1575.0,eco
RES-06068,upi,2000,SAVE10,100.0,2100.0,premium
RES-06069,Card,2500,,125.0,2625.0,standard
RES-06070,upi,₹3000/day,SAVE10,150.0,3150.0,premium
RES-06071,upi,800/day,SAVE10,40.0,840.0,eco
RES-06072,Card,2500,BOGUS99,125.0,2625.0,premium
RES-06073,upi,2000,SAVE10,,2100.0,premium
RES-06074,upi,"₹ 1,500 /day",BOGUS99,75.0,1575.0,standard
RES-06075,wallet,"₹ 2,500 /day",,125.0,2625.0,premium
RES-06076,card,₹1500/day,SAVE10,75.0,1575.0,eco
RES-06077,wallet,"₹ 1,000 /day",,50.0,1050.0,premium
RES-06078,upi,1000,SAVE10,50.0,1050.0,standard
RES-06079,cash,₹1500/day,BOGUS99,75.0,1575.0,premium
RES-06080,wallet,2500/day,SAVE10,125.0,2625.0,standard
RES-06081,upi,"₹ 1,500 /day",BOGUS99,75.0,1575.0,standard
RES-06082,UPI,1000/day,DISC15,,1050.0,eco
RES-06083,Card,₹1500/day,,75.0,1575.0,eco
RES-06084,wallet,1500/day,BOGUS99,75.0,1575.0,eco
RES-06085,card,₹1500/day,BOGUS99,75.0,1575.0,standard
RES-06086,Card,1500,,75.0,1575.0,premium
RES-06087,UPI,"₹ 2,000 /day",,100.0,2100.0,premium
RES-06088,Card,₹1500/day,DISC15,75.0,1575.0,standard
RES-06089,UPI,1500,,75.0,1575.0,standard
RES-06090,Card,1000,,50.0,1050.0,premium
RES-06091,Card,"₹ 3,000 /day",,150.0,3150.0,eco
RES-06092,Card,3000/day,BOGUS99,150.0,3150.0,standard
RES-06093,cash,1000,,50.0,1050.0,eco
RES-06094,UPI,2000,BOGUS99,100.0,2100.0,standard
RES-06095,card,1200/day,,60.0,1260.0,standard
RES-06096,Card,2500,BOGUS99,125.0,2625.0,premium
RES-06097,card,₹2500/day,,125.0,2625.0,standard
RES-06098,wallet,1000,SAVE10,,1050.0,standard
RES-06099,Card,1200,DISC15,,1260.0,standard
RES-06100,upi,800,,,840.0,premium
RES-06101,card,"₹ 1,000 /day",DISC15,50.0,1050.0,standard
RES-06102,UPI,800/day,DISC15,40.0,840.0,premium
RES-06103,cash,₹1000/day,SAVE10,50.0,1050.0,premium
RES-06104,cash,3000,,150.0,3150.0,standard
RES-06105,upi,₹1000/day,,50.0,1050.0,standard
RES-06106,cash,₹800/day,BOGUS99,40.0,840.0,premium
RES-06107,Card,"₹ 3,000 /day",SAVE10,150.0,3150.0,premium
RES-06108,UPI,3000,BOGUS99,150.0,3150.0,eco
RES-06109,cash,1200/day,BOGUS99,60.0,1260.0,standard
RES-06110,Card,1000,DISC15,50.0,1050.0,premium
RES-06111,upi,₹2500/day,DISC15,125.0,2625.0,standard
RES-06112,card,2500/day,SAVE10,,2625.0,eco
RES-06113,cash,1500,DISC15,75.0,1575.0,premium
RES-06114,wallet,1000/day,,50.0,1050.0,eco
RES-06115,UPI,1200/day,DISC15,60.0,1260.0,eco
RES-06116,UPI,₹3000/day,,150.0,3150.0,standard
RES-06117,wallet,₹1500/day,,75.0,1575.0,premium
RES-06118,upi,800/day,DISC15,40.0,840.0,eco
RES-06119,wallet,2000/day,SAVE10,100.0,2100.0,standard
RES-06120,upi,1000/day,BOGUS99,,1050.0,premium
RES-06121,card,1200,DISC15,60.0,1260.0,eco
RES-06122,UPI,2000/day,SAVE10,100.0,2100.0,eco
RES-06123,upi,1000/day,DISC15,50.0,1050.0,standard
RES-06124,upi,₹ 800 /day,SAVE10,40.0,840.0,premium
RES-06125,wallet,"₹ 2,000 /day",BOGUS99,100.0,2100.0,premium
RES-06126,card,1500,,75.0,1575.0,eco
RES-06127,upi,₹1200/day,,,1260.0,standard
RES-06128,card,"₹ 2,500 /day",DISC15,,2625.0,standard
RES-06129,cash,"₹ 3,000 /day",BOGUS99,,3150.0,eco
RES-06130,card,"₹ 2,000 /day",DISC15,100.0,2100.0,standard
RES-06131,UPI,₹1500/day,SAVE10,,1575.0,eco
RES-06132,card,1000/day,DISC15,50.0,1050.0,standard
RES-06133,Card,₹1000/day,SAVE10,50.0,1050.0,premium
RES-06134,card,"₹ 3,000 /day",BOGUS99,150.0,3150.0,eco
RES-06135,wallet,₹3000/day,BOGUS99,150.0,3150.0,premium
RES-06136,card,₹1200/day,BOGUS99,,1260.0,standard
RES-06137,Card,"₹ 1,000 /day",SAVE10,50.0,1050.0,standard
RES-06138,UPI,3000,,150.0,3150.0,eco
RES-06139,upi,800,DISC15,40.0,840.0,premium
RES-06140,upi,₹ 800 /day,DISC15,40.0,840.0,standard
RES-06141,Card,1500/day,BOGUS99,75.0,1575.0,eco
RES-06142,cash,1500,BOGUS99,75.0,1575.0,standard
RES-06143,cash,₹800/day,SAVE10,40.0,840.0,standard
RES-06144,card,3000/day,BOGUS99,150.0,3150.0,standard
RES-06145,upi,"₹ 1,000 /day",SAVE10,50.0,1050.0,premium
RES-06146,cash,1500/day,BOGUS99,75.0,1575.0,premium
RES-06147,wallet,1000/day,,50.0,1050.0,premium
RES-06148,UPI,3000/day,BOGUS99,150.0,3150.0,standard
RES-06149,wallet,"₹ 1,500 /day",,75.0,1575.0,premium
RES-06150,UPI,2000/day,,100.0,2100.0,eco
RES-06151,card,₹2000/day,SAVE10,100.0,2100.0,standard
RES-06152,cash,₹2000/day,BOGUS99,100.0,2100.0,eco
RES-06153,cash,"₹ 2,500 /day",,,2625.0,eco
RES-06154,cash,₹1000/day,SAVE10,50.0,1050.0,standard
RES-06155,UPI,₹3000/day,SAVE10,150.0,3150.0,standard
RES-06156,UPI,1500,SAVE10,75.0,1575.0,standard
RES-06157,upi,1000,,50.0,1050.0,premium
RES-06158,card,800/day,SAVE10,40.0,840.0,eco
RES-06159,upi,1200,DISC15,60.0,1260.0,eco
RES-06160,card,₹800/day,BOGUS99,40.0,840.0,eco
RES-06161,wallet,1200/day,SAVE10,60.0,1260.0,premium
RES-06162,Card,3000,BOGUS99,150.0,3150.0,eco
RES-06163,Card,1200/day,DISC15,60.0,1260.0,eco
RES-06164,Card,"₹ 3,000 /day",BOGUS99,150.0,3150.0,premium
RES-06165,card,2500/day,,125.0,2625.0,eco
RES-06166,Card,"₹ 1,200 /day",SAVE10,,1260.0,standard
RES-06167,card,1500,DISC15,75.0,1575.0,eco
RES-06168,UPI,2000,SAVE10,100.0,2100.0,standard
RES-06169,upi,2500/day,,125.0,2625.0,standard
RES-06170,wallet,2500/day,,125.0,2625.0,standard
RES-06171,upi,₹2500/day,DISC15,125.0,2625.0,eco
RES-06172,cash,3000,,150.0,3150.0,premium
RES-06173,card,₹1000/day,BOGUS99,50.0,1050.0,standard
RES-06174,Card,3000/day,SAVE10,150.0,3150.0,premium
RES-06175,Card,₹1200/day,,60.0,1260.0,standard
RES-06176,Card,₹1500/day,BOGUS99,75.0,1575.0,eco
RES-06177,UPI,800/day,BOGUS99,40.0,840.0,standard
RES-06178,upi,₹2000/day,DISC15,100.0,2100.0,premium
RES-06179,UPI,800,DISC15,40.0,840.0,premium
RES-06180,Card,₹1000/day,,,1050.0,premium
RES-06181,cash,2000,SAVE10,100.0,2100.0,eco
RES-06182,wallet,1200,DISC15,60.0,1260.0,premium
RES-06183,UPI,₹1500/day,SAVE10,75.0,1575.0,standard
RES-06184,wallet,3000/day,SAVE10,150.0,3150.0,premium
RES-06185,upi,₹800/day,,40.0,840.0,eco
RES-06186,cash,1000,BOGUS99,50.0,1050.0,premium
RES-06187,UPI,2000/day,DISC15,100.0,2100.0,standard
RES-06188,wallet,₹1200/day,DISC15,,1260.0,premium
RES-06189,Card,₹2000/day,DISC15,100.0,2100.0,eco
RES-06190,upi,1500/day,SAVE10,75.0,1575.0,eco
RES-06191,upi,"₹ 2,500 /day",DISC15,125.0,2625.0,standard
RES-06192,upi,"₹ 2,000 /day",,100.0,2100.0,premium
RES-06193,card,1000/day,SAVE10,50.0,1050.0,eco
RES-06194,Card,3000/day,BOGUS99,150.0,3150.0,eco
RES-06195,upi,1200/day,SAVE10,,1260.0,premium
RES-06196,cash,"₹ 1,000 /day",DISC15,50.0,1050.0,premium
RES-06197,UPI,"₹ 3,000 /day",SAVE10,150.0,3150.0,premium
RES-06198,card,"₹ 3,000 /day",BOGUS99,,3150.0,premium
RES-06199,card,2000,DISC15,100.0,2100.0,standard
RES-06200,cash,₹2000/day,,100.0,2100.0,eco
RES-06201,UPI,"₹ 1,000 /day",SAVE10,50.0,1050.0,eco
RES-06202,Card,3000,DISC15,150.0,3150.0,eco
RES-06203,card,1000/day,,50.0,1050.0,standard
RES-06204,upi,2000,BOGUS99,,2100.0,premium
RES-06205,UPI,"₹ 1,200 /day",,60.0,1260.0,eco
RES-06206,UPI,3000,BOGUS99,,3150.0,eco
RES-06207,Card,3000,SAVE10,150.0,3150.0,premium
RES-06208,card,800,,40.0,840.0,eco
RES-06209,wallet,"₹ 2,000 /day",DISC15,100.0,2100.0,eco
RES-06210,upi,₹ 800 /day,DISC15,,840.0,standard
RES-06211,Card,"₹ 1,200 /day",SAVE10,60.0,1260.0,standard
RES-06212,cash,3000,DISC15,150.0,3150.0,standard
RES-06213,UPI,"₹ 3,000 /day",BOGUS99,150.0,3150.0,standard
RES-06214,cash,"₹ 3,000 /day",SAVE10,150.0,3150.0,premium
RES-06215,UPI,"₹ 1,200 /day",BOGUS99,,1260.0,eco
RES-06216,cash,₹2500/day,BOGUS99,125.0,2625.0,premium
RES-06217,cash,₹1200/day,,60.0,1260.0,eco
RES-06218,wallet,"₹ 2,500 /day",BOGUS99,,2625.0,eco
RES-06219,Card,₹ 800 /day,,40.0,840.0,eco
RES-06220,cash,₹1200/day,,60.0,1260.0,eco
RES-06221,UPI,₹2000/day,SAVE10,100.0,2100.0,premium
RES-06222,Card,3000/day,SAVE10,150.0,3150.0,eco
RES-06223,cash,"₹ 1,000 /day",SAVE10,,1050.0,premium
RES-06224,Card,₹1000/day,DISC15,,1050.0,standard
RES-06225,UPI,"₹ 2,000 /day",DISC15,100.0,2100.0,eco
RES-06226,upi,1500,,75.0,1575.0,standard
RES-06227,upi,3000/day,DISC15,150.0,3150.0,premium
RES-06228,card,₹ 800 /day,DISC15,40.0,840.0,premium
RES-06229,UPI,"₹ 2,500 /day",,125.0,2625.0,premium
RES-06230,Card,"₹ 1,200 /day",BOGUS99,60.0,1260.0,standard
RES-06231,cash,₹3000/day,,150.0,3150.0,eco
RES-06232,card,3000/day,SAVE10,150.0,3150.0,eco
RES-06233,card,"₹ 1,000 /day",SAVE10,50.0,1050.0,premium
RES-06234,upi,₹ 800 /day,SAVE10,40.0,840.0,premium
RES-06235,card,₹1500/day,,75.0,1575.0,eco
RES-06236,Card,800,DISC15,40.0,840.0,standard
RES-06237,UPI,₹3000/day,SAVE10,150.0,3150.0,eco
RES-06238,upi,1000,SAVE10,50.0,1050.0,eco
RES-06239,UPI,2000,DISC15,100.0,2100.0,eco
